checklistID|Roof|Roof_VID|RainGutters|RainGutters_VID|DownSpouts|DownSpouts_VID|ExtWindows|ExtWindows_VID|WindowScreens|WindowScreens_VID|Doors|Doors_VID|DoorScreens|DoorScreens_VID|ExtRailings|ExtRailings_VID|Porch|Porch_VID|Sidewalks|Sidewalks_VID|Walls|Walls_VID|Ceiling|Ceiling_VID|Floors|Floors_VID|IntWindows|IntWindows_VID|Stairs|Stairs_VID|IntRailings|IntRailings_VID|SmokeDetectorsBed1|SmokeDetectorsBed2|SmokeDetectorsBed3|SmokeDetectorsOther|SmokeDetectors_VID|CODetectors|CODetectors_VID|GeneralSanitation|GeneralSanitation_VID|Mold_Mildew|Mold_Mildew_VID|Vermin|Vermin_VID|Trash_Garbage|Trash_Garbage_VID|KitchenFaucets|KitchenFaucets_VID|BathLavatory|BathLavatory_VID|BathTub|BathTub_VID|BathShower|BathShower_VID|LaundryTub|LaundryTub_VID|Toilet|Toilet_VID|ElectricalService|ElectricalService_VID|IdentifyAllBreakers|IdentifyAllBreakers_VID|Switches_CoverPlates|Switches_CoverPlates_VID|Receptacles_CoverPlates|Receptacles_CoverPlates_VID|GFCIs|GFCIs_VID|KitchenElectric|KitchenElectric_VID|BathRoomElectric|BathRoomElectric_VID|CeilingLights|CeilingLights_VID|ExteriorLights|ExteriorLights_VID|Laundry|Laundry_VID|StairwayLights|StairwayLights_VID|GeneralFurnace|GeneralFurnace_VID|FurnaceVent_Exhaust|FurnaceVent_Exhaust_VID|Thermostat|Thermostat_VID|GeneralHotWaterTank|GeneralHotWaterTank_VID|HotWaterVent_Exhaust|HotWaterVent_Exhaust_VID|TPSafetyValve|TPSafetyValve_VID|BlowOff6inFromFloor|BlowOff6inFromFloor_VID|Controller|Controller_VID|RoofComment|RainGuttersComment|DownSpoutsComment|ExtWindowsComment|WindowScreensComment|DoorsComment|DoorScreensComment|ExtRailingsComment|PorchComment|SidewalksComment|WallsComment|CeilingComment|FloorsComment|IntWindowsComment|StairsComment|IntRailingsComment|SmokeDetectorsComment|CODetectorsComment|GeneralSanitationComment|Mold_MildewComment|VerminComment|Trash_GarbageComment|RecycleBinsComment|KitchenFaucetsComment|BathLavatoryComment|BathTubComment|BathShowerComment|LaundryTubComment|ToiletComment|ElectricalServiceComment|IdentifyAllBreakersComment|Switches_CoverPlatesComment|Receptacles_CoverPlatesComment|GFCIsComment|KitchenElectricComment|BathroomElectricComment|CeilingLightsComment|ExteriorLightsComment|LaundryComment|StairwayLightsComment|GeneralFurnaceComment|FurnaceVent_ExhaustComment|ThermostatComment|GeneralHotWaterTankComment|HotWaterVent_ExhaustComment|TPSafetyValveComment|BlowOff6inFromFloorComment|ControllerComment
486|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
487|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
488|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
489|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
490|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Pass|0|Pass|0|Pass|0|Fail|318|Pass|0|Fail|318|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|dead outlet in living room.|None|two dead outlets|None|None|None|None|None|None|None|None|None|None|None|None|None
491|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
492|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
493|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
494|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|None|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
495|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
496|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|308|Fail|308|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|holes in basement walls, cabinet not installed properly.|chipping and peeling paint on basement ceiling|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
497|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
498|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
499|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Fail|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|leak near hot water heater|None|None|None|None|None|no cover and label circuits|None|entrance switch doesn’t have cover|None|gfi circuit needed next to stove|None|None|None|None|None|None|None|None|None|None|no exhaust|None|None|None
501|Fail|294|Pass|0|Pass|0|Fail|342|Pass|0|Pass|0|Pass|0|Fail|285|Pass|0|Pass|0|Pass|0|Fail|226|Fail|454|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|321|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|322|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|damaged fescia boar in front of house|None|None|window, middle bedroom did not function properly.|None|None|None|rusted chipping paint front railings|None|None|None|possible leak in roof, damaged ceiling due to water in living room|kitchen floor needs repairs|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|need updated and repaired electrical box|None|None|None|None|None|None|None|None|needs gfci in laundryroom|None|None|None|None|None|None|None|None|None
502|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|184|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|198|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|321|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|322|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|dirty and damaged carpet on first floor.|None|None|None|None|None|None|None|None|rubbish piled on front porch.|None|None|None|None|None|None|None|no electric service|None|None|None|None|None|None|None|None|no gfci in laundryroom|None|None|None|None|None|None|None|None|None
503|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|front door doesn’t have lock|None|None|None|None|walls aren't finished,|ceiling in bedroom has bubble of paint.|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|kitchen gfi doesn't trip.|None|None|None|None|None|None|None|None|None|None|None|None|None|None
504|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|outlet board along sink|None|None|None|None|None|None|None|None|None|None|None|None|None
505|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
506|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
507|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
508|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|303|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|307|Fail|302|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|328|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|318|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|Basement hatchway screwed shut. Frontdoor deadbolt|None|None|None|None|None|None|Upstairs missing floor board|Missing basement window. Sealed & 2 broken upstairs.|None|None|None|None|None|None|None|Animal feces, broken glass in basement|None|None|None|Water damage to floor|None|None|Water damage to floor|None|None|None|None|None|None|None|Broken bulb upstairs|None|None|None|None|None|None|None|None|None|None|None
509|Pass|0|Pass|0|Pass|0|Fail|342|Pass|0|Fail|325|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Fail|184|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|322|Pass|0|Pass|0|Fail|322|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|bedroom #1 window has no latch|None|doors has no deadbolt,|None|None|None|None|None|damaged ceiling tiles due to|None|None|None|None|None|None|grease pooled on floor in kitchen.|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|bathroom must have gfci outlet.|None|None|must have gfci outlet.|None|None|None|None|None|None|None|None|None
510|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|basement door cover needs repaired.|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|leaking kitchen faucet when faucet is operating|None|None|None|None|None|None|None|None|None|outlet within six feet of sink not gfci protected|None|None|None|None|None|None|None|None|None|None|None|None|None|None
511|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
512|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
513|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
514|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
515|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|railing splitting|None|None|None|None|None|None|None|None|.|None|None|None|None|None|None|None|leaking faucet|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|one of the hot water tanks' exhaust isn't straight.|None|None|None
516|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
517|Pass|0|Pass|0|Pass|0|Fail|301|Pass|0|Fail|303|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|317|Pass|0|None|None|None|broken window pane in bedroom#3|None|rear screen door needs latch|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|no discharge tube|None
